departamento;provincia;distrito;ubigeo;capital_legal;categoría;altitud;población;latitud;longitud
Ica;Chincha;Grocio Prado;110206;San Pedro;Pueblo;134.2;32403;-13.39805556;-76.15611111
Ica;Chincha;Pueblo Nuevo;110207;Pueblo Nuevo;Pueblo;146.04;81998;-13.40416667;-76.1275
Ica;Chincha;San Juan de Yánac;110208;San Juan de Yánac;Pueblo;2554.5;2499;-13.21111111;-75.78722222
Ica;Chincha;San Pedro de Huacarpana;110209;San Pedro de Huacarpana;Pueblo;3811.5;1162;-13.04916667;-75.64777778
Ica;Chincha;Sunampe;110210;Sunampe;Pueblo;93.919;36625;-13.4275;-76.16361111
Ica;Chincha;Tambo de Mora;110211;Tambo de Mora;Pueblo;37.0;7309;-13.46055556;-76.17666667
Ica;Nasca;Nasca;110301;Nasca;Ciudad;617.5;32259;-14.82694444;-74.93722222
Ica;Nasca;Changuillo;110302;Changuillo;Pueblo;259.6;2347;-14.66472222;-75.2225
Ica;Nasca;El Ingenio;110303;El Ingenio;Pueblo;462.8;3977;-14.64527778;-75.05833333
Ica;Nasca;Marcona;110304;San Juan;Pueblo;36.1;20803;-15.36194444;-75.16583333
Ica;Nasca;Vista Alegre;110305;Vista Alegre;Pueblo;617.9;27612;-14.84583333;-74.94388889
Ica;Palpa;Palpa;110401;Palpa;Ciudad;370.7;9263;-14.53388889;-75.185
Ica;Palpa;Llipata;110402;Llipata;Pueblo;317.3;1924;-14.56333333;-75.2075
Ica;Palpa;Río Grande;110403;Río Grande;Pueblo;369.1;3073;-14.52;-75.20111111
Ica;Palpa;Santa Cruz;110404;Santa Cruz;Pueblo;546.1;1048;-14.48333333;-75.24555556
Ica;Palpa;Tibillo;110405;Tibillo;Pueblo;2192.3;352;-14.09388889;-75.17166667
Ica;Pisco;Pisco;110501;Pisco;Ciudad;39.294;88467;-13.71;-76.20166667
Ica;Pisco;Huancano;110502;Huancano;Pueblo;1039.3;1426;-13.60083333;-75.61861111
Ica;Pisco;Humay;110503;Humay;Pueblo;426.4;6022;-13.72277778;-75.88666667
Ica;Pisco;Independencia;110504;Independencia;Pueblo;235.3;15397;-13.69388889;-76.02472222
Ica;Pisco;Paracas;110505;Paracas;Pueblo;14.1;11739;-13.83888889;-76.25194444
Ica;Pisco;San Andrés;110506;San Andrés;Pueblo;15.886;17118;-13.73138889;-76.22333333
Ica;Pisco;San Clemente;110507;San Clemente;Pueblo;115.59;33037;-13.68027778;-76.15694444
Ica;Pisco;Túpac Amaru Inca;110508;Túpac Amaru;Villa;113.42;20797;-13.71333333;-76.14833333
Junín;Huancayo;Huancayo;120101;Huancayo;Ciudad;3293.9;126618;-12.07083333;-75.20888889
Junín;Huancayo;Carhuacallanga;120104;Carhuacallanga;Pueblo;3773.5;389;-12.355;-75.20055556
Junín;Huancayo;Chacapampa;120105;Chacapampa;Pueblo;3412.5;844;-12.345;-75.2475
Junín;Huancayo;Chicche;120106;Chicche;Pueblo;3605.7;562;-12.29611111;-75.29861111
Junín;Huancayo;Chilca;120107;Chilca;Pueblo;3273.4;104922;-12.08666667;-75.20833333
Junín;Huancayo;Chongos Alto;120108;Chongos Alto;Pueblo;3572.5;1416;-12.31166667;-75.28916667
Junín;Huancayo;Chupuro;120111;Chupuro;Pueblo;3196.8;2003;-12.15555556;-75.24555556
Junín;Huancayo;Colca;120112;Colca;Pueblo;3498.6;943;-12.3175;-75.22222222
Junín;Huancayo;Cullhuas;120113;Cullhuas;Pueblo;3549.2;1138;-12.22055556;-75.16694444
Junín;Huancayo;El Tambo;120114;El Tambo;Pueblo;3305.3;180415;-12.05027778;-75.22138889
Junín;Huancayo;Huacrapuquio;120116;Huacrapuquio;Pueblo;3237.7;1341;-12.17111111;-75.22083333
Junín;Huancayo;Hualhuas;120117;Hualhuas;Pueblo;3266.7;6160;-11.97138889;-75.25083333
Junín;Huancayo;Huancán;120119;Huancán;Pueblo;3251.5;34295;-12.10666667;-75.21666667
Junín;Huancayo;Huasicancha;120120;Huasicancha;Pueblo;3754.5;768;-12.33222222;-75.28194444
Junín;Huancayo;Huayucachi;120121;Huayucachi;Villa;3250.7;11161;-12.13861111;-75.22361111
Junín;Huancayo;Ingenio;120122;Ingenio;Pueblo;3485.8;2281;-11.89055556;-75.26638889
Junín;Huancayo;Pariahuanca;120124;Pariahuanca;Pueblo;2591.1;4431;-11.98027778;-74.89666667
Junín;Huancayo;Pilcomayo;120125;Pilcomayo;Pueblo;3244.2;27648;-12.04944444;-75.25055556
Junín;Huancayo;Pucará;120126;Pucará;Villa;3373.8;4455;-12.1725;-75.14555556
Junín;Huancayo;Quichuay;120127;Quichuay;Pueblo;3429.8;1832;-11.88972222;-75.28611111
Junín;Huancayo;Quilcas;120128;Quilcas;Pueblo;3323.4;4128;-11.93805556;-75.25972222
Junín;Huancayo;San Agustín;120129;San Agustín;Villa;3297.4;21764;-11.98972222;-75.24416667
Junín;Huancayo;San Jerónimo de Tunán;120130;San Jerónimo de Tunán;Ciudad;3300.5;13687;-11.94916667;-75.28222222
Junín;Huancayo;Saño;120132;Saño;Pueblo;3296.5;6866;-11.95888889;-75.25861111
Junín;Huancayo;Sapallanga;120133;Sapallanga;Villa;3330.1;28774;-12.14138889;-75.15805556
Junín;Huancayo;Sicaya;120134;Sicaya;Pueblo;3304.7;27748;-12.01472222;-75.28
Junín;Huancayo;Santo Domingo de Acobamba;120135;Santo Domingo de Acobamba;Pueblo;2220.9;5574;-11.76888889;-74.79527778
Junín;Huancayo;Viques;120136;Viques;Pueblo;3200.4;3074;-12.15972222;-75.23194444
Junín;Concepción;Concepción;120201;Concepción;Ciudad;3303.2;17514;-11.91888889;-75.3125
Junín;Concepción;Aco;120202;Aco;Pueblo;3474.0;1496;-11.95805556;-75.36833333
Junín;Concepción;Andamarca;120203;Andamarca;Pueblo;2507.8;2627;-11.72833333;-74.80166667
Junín;Concepción;Chambará;120204;Chambará;Pueblo;3521.0;2501;-12.02722222;-75.37527778
Junín;Concepción;Cochas;120205;Cochas;Pueblo;3231.2;1833;-11.66;-75.10222222
Junín;Concepción;Comas;120206;Comas;Pueblo;3302.8;4440;-11.71777778;-75.08166667
Junín;Concepción;Heroínas Toledo;120207;San Antonio de Ocopa;Pueblo;3764.2;774;-11.83555556;-75.29083333
Junín;Concepción;Manzanares;120208;San Miguel;Pueblo;3380.9;1494;-12.01611111;-75.34583333
Junín;Concepción;Mariscal Castilla;120209;Mucllo;Pueblo;2513.3;1416;-11.61916667;-75.09
Junín;Concepción;Matahuasi;120210;Matahuasi;Pueblo;3301.8;6661;-11.89388889;-75.34416667
Junín;Concepción;Mito;120211;Mito;Ciudad;3295.5;1420;-11.93722222;-75.33916667
Junín;Concepción;Nueve de Julio;120212;Santo Domingo del Prado;Pueblo;3339.2;2850;-11.89777778;-75.31805556
Junín;Concepción;Orcotuna;120213;Orcotuna;Ciudad;3271.4;5623;-11.96722222;-75.3075
Junín;Concepción;San José de Quero;120214;San José de Quero;Pueblo;3912.8;5296;-12.08555556;-75.53638889
Junín;Concepción;Santa Rosa de Ocopa;120215;Santa Rosa;Pueblo;3396.3;2030;-11.87722222;-75.295
Junín;Chanchamayo;Chanchamayo;120301;La Merced;Ciudad;803.8;29775;-11.05666667;-75.3275
Junín;Chanchamayo;Perené;120302;Perené;Villa;666.0;61010;-10.9475;-75.22472222
Junín;Chanchamayo;Pichanaqui;120303;Bajo Pichanaqui;Pueblo;530.9;39213;-10.92638889;-74.87277778
Junín;Chanchamayo;San Luis de Shuaro;120304;San Luis de Shuaro;Pueblo;739.3;2981;-10.88833333;-75.28722222
Junín;Chanchamayo;San Ramón;120305;San Ramón;Pueblo;865.27;30214;-11.12055556;-75.35305556
Junín;Chanchamayo;Vitoc;120306;Pucara;Villa;962.2;1450;-11.21027778;-75.33472222
Junín;Jauja;Jauja;120401;Jauja;Ciudad;3425.0;20779;-11.77555556;-75.50055556
Junín;Jauja;Acolla;120402;Acolla;Ciudad;3493.1;5196;-11.73111111;-75.54666667
Junín;Jauja;Apata;120403;Apata;Villa;3358.8;4317;-11.85527778;-75.35444444
Junín;Jauja;Ataura;120404;Ataura;Villa;3364.4;1417;-11.80277778;-75.43888889
Junín;Jauja;Canchayllo;120405;Canchayllo;Pueblo;3632.4;1613;-11.80222222;-75.71805556
Junín;Jauja;Curicaca;120406;El Rosario;Pueblo;3545.8;1309;-11.78527778;-75.675
Junín;Jauja;El Mantaro;120407;Pucucho;Pueblo;3335.5;2787;-11.82222222;-75.39194444
Junín;Jauja;Huamalí;120408;Huamalí;Pueblo;3366.1;1504;-11.80722222;-75.42416667
Junín;Jauja;Huaripampa;120409;Huaripampa;Villa;3378.0;1135;-11.80777778;-75.47111111
Junín;Jauja;Huertas;120410;Huertas;Pueblo;3404.1;2324;-11.76;-75.46972222
Junín;Jauja;Janjaillo;120411;Janjaillo;Pueblo;3829.9;491;-11.76444444;-75.61027778
Junín;Jauja;Julcán;120412;Julcán;Villa;3473.1;705;-11.75916667;-75.43527778
Junín;Jauja;Leonor Ordóñez;120413;Huancani;Villa;3318.7;1556;-11.85944444;-75.4175
Junín;Jauja;Llocllapampa;120414;Llocllapampa;Pueblo;3525.6;1087;-11.8175;-75.62388889
Junín;Jauja;Marco;120415;Marco;Ciudad;3479.5;1225;-11.74055556;-75.56111111
Junín;Jauja;Masma;120416;Masma;Villa;3504.8;1573;-11.78527778;-75.42611111
Junín;Jauja;Masma Chicche;120417;Masma Chicche;Pueblo;3670.6;664;-11.78611111;-75.38166667
Junín;Jauja;Molinos;120418;Molinos;Pueblo;3459.1;1496;-11.73777778;-75.44611111
Junín;Jauja;Monobamba;120419;Monobamba;Pueblo;1495.3;2135;-11.36055556;-75.32666667
Junín;Jauja;Muqui;120420;Muqui;Pueblo;3357.6;1025;-11.83333333;-75.435
Junín;Jauja;Muquiyauyo;120421;Muquiyauyo;Ciudad;3372.8;2303;-11.81388889;-75.45388889
Junín;Jauja;Paca;120422;Paca;Villa;3401.8;737;-11.70916667;-75.51833333
Junín;Jauja;Paccha;120423;Paccha;Pueblo;3678.8;1184;-11.85361111;-75.50638889
Junín;Jauja;Pancán;120424;Pancán;Pueblo;3398.4;1179;-11.74888889;-75.48611111
Junín;Jauja;Parco;120425;Parco;Pueblo;3436.8;1006;-11.80111111;-75.54277778
Junín;Jauja;Pomacancha;120426;Pomacancha;Pueblo;3823.8;1127;-11.73916667;-75.62333333
Junín;Jauja;Ricrán;120427;Ricrán;Pueblo;3645.3;1017;-11.53944444;-75.52722222
Junín;Jauja;San Lorenzo;120428;San Lorenzo;Pueblo;3336.7;2967;-11.84638889;-75.38166667
Junín;Jauja;San Pedro de Chunán;120429;San Pedro de Chunán;Pueblo;3416.5;568;-11.72555556;-75.48638889
Junín;Jauja;Sausa;120430;Sausa;Villa;3387.0;3501;-11.79361111;-75.48472222
Junín;Jauja;Sincos;120431;Sincos;Villa;3280.3;4001;-11.89138889;-75.38694444
Junín;Jauja;Tunan Marca;120432;Concho;Pueblo;3491.5;847;-11.72972222;-75.57055556
Junín;Jauja;Yauli;120433;Yauli;Pueblo;3438.7;859;-11.715;-75.47194444
Junín;Jauja;Yauyos;120434;Yauyos;Pueblo;3420.4;10198;-11.78083333;-75.49972222
Junín;Junín;Junín;120501;Junín;Ciudad;4127.1;10146;-11.16138889;-75.99833333
Junín;Junín;Carhuamayo;120502;Carhuamayo;Pueblo;4154.1;5581;-10.92277778;-76.05777778
Junín;Junín;Ondores;120503;Ondores;Pueblo;4108.3;947;-11.08361111;-76.14666667
Junín;Junín;Ulcumayo;120504;Ulcumayo;Pueblo;3636.0;3331;-10.9675;-75.87805556
Junín;Satipo;Satipo;120601;Satipo;Ciudad;676.27;44313;-11.25388889;-74.63611111
Junín;Satipo;Coviriali;120602;Coviriali;Pueblo;708.1;6834;-11.29138889;-74.6275
Junín;Satipo;Llaylla;120603;Llaylla;Pueblo;1122.2;8197;-11.38111111;-74.59027778
Junín;Satipo;Mazamari;120604;Mazamari;Pueblo;693.6;46348;-11.325;-74.53027778
Junín;Satipo;Pampa Hermosa;120605;Mariposa;Pueblo;1230.6;2937;-11.40416667;-74.75166667
Junín;Satipo;Pangoa;120606;San Martín de Pangoa;Pueblo;816.2;70079;-11.42833333;-74.48888889
Junín;Satipo;Río Negro;120607;Río Negro;Pueblo;664.8;36675;-11.20888889;-74.65944444
Junín;Satipo;Río Tambo;120608;Puerto Ocopa;Pueblo;358.02;27735;-11.1475;-74.30638889
Junín;Satipo;Vizcatán del Ene;120609;San Miguel del Ene;Pueblo;538.8;7200;-12.18611111;-74.02722222
Junín;Tarma;Tarma;120701;Tarma;Ciudad;3094.0;48431;-11.42;-75.68805556
Junín;Tarma;Acobamba;120702;Acobamba;Ciudad;2960.7;7833;-11.35333333;-75.65916667
Junín;Tarma;Huaricolca;120703;Huaricolca;Pueblo;3783.0;1416;-11.51194444;-75.65277778
Junín;Tarma;Huasahuasi;120704;Huasahuasi;Pueblo;2768.3;7808;-11.265;-75.65027778
Junín;Tarma;La Unión;120705;Leticia;Pueblo;3555.5;3457;-11.37722222;-75.75194444
Junín;Tarma;Palca;120706;Palca;Pueblo;2758.8;5578;-11.34611111;-75.56861111
Junín;Tarma;Palcamayo;120707;Palcamayo;Pueblo;3350.8;2480;-11.29583333;-75.77277778
Junín;Tarma;San Pedro de Cajas;120708;San Pedro de Cajas;Pueblo;4026.5;2686;-11.24916667;-75.86277778
Junín;Tarma;Tapo;120709;Tapo;Pueblo;3146.2;3870;-11.39027778;-75.56388889
Junín;Yauli;La Oroya;120801;La Oroya;Ciudad;3757.3;11824;-11.52194444;-75.90777778
Junín;Yauli;Chacapalpa;120802;Chacapalpa;Pueblo;3775.4;578;-11.73277778;-75.75555556
Junín;Yauli;Huay-Huay;120803;Huay-Huay;Pueblo;3994.8;2339;-11.7225;-75.905
Junín;Yauli;Marcapomacocha;120804;Marcapomacocha;Pueblo;4451.0;650;-11.40666667;-76.33611111
Junín;Yauli;Morococha;120805;Nueva Morococha;Ciudad;4267.7;5189;-11.58722222;-76.06333333
Junín;Yauli;Paccha;120806;Paccha;Pueblo;3785.7;1541;-11.47305556;-75.96055556
Junín;Yauli;Santa Bárbara de Carhuacayán;120807;Santa Bárbara de Carhuacayán;Pueblo;4145.0;769;-11.20388889;-76.28555556
Junín;Yauli;Santa Rosa de Sacco;120808;Santa Rosa de Sacco;Pueblo;3830.6;7577;-11.54916667;-75.94027778
Junín;Yauli;Suitucancha;120809;Suitucancha;Pueblo;4286.2;634;-11.7875;-75.93638889
Junín;Yauli;Yauli;120810;Yauli;Pueblo;4136.6;5154;-11.66583333;-76.08583333
Junín;Chupaca;Chupaca;120901;Chupaca;Ciudad;3285.9;21329;-12.05777778;-75.28944444
Junín;Chupaca;Ahuac;120902;Ahuac;Pueblo;3341.2;6591;-12.08583333;-75.32111111
Junín;Chupaca;Chongos Bajo;120903;Chongos Bajo;Villa;3287.5;4867;-12.13388889;-75.26805556
Junín;Chupaca;Huáchac;120904;Huáchac;Pueblo;3378.0;2783;-12.02055556;-75.34111111
Junín;Chupaca;Huamancaca Chico;120905;Huamancaca Chico;Pueblo;3202.8;13263;-12.08083333;-75.24222222
Junín;Chupaca;San Juan de Iscos;120906;Iscos;Pueblo;3279.9;2280;-12.09833333;-75.29277778
Junín;Chupaca;San Juan de Jarpa;120907;Jarpa;Villa;3691.8;2236;-12.12638889;-75.43555556
Junín;Chupaca;Tres de Diciembre;120908;Tres de Diciembre;Pueblo;3193.2;3613;-12.10972222;-75.24583333
Junín;Chupaca;Yanacancha;120909;Yanacancha;Pueblo;3854.1;2321;-12.20111111;-75.38666667
La Libertad;Trujillo;Trujillo;130101;Trujillo;Ciudad;74.234;359982;-8.1;-79.03055556
La Libertad;Trujillo;El Porvenir;130102;El Porvenir;Pueblo;91.959;134258;-8.08805556;-78.99777778
La Libertad;Trujillo;Florencia de Mora;130103;Florencia de Mora;Ciudad;92.402;65310;-8.08277778;-79.02333333
La Libertad;Trujillo;Huanchaco;130104;Huanchaco;Pueblo;19.354;103075;-8.08;-79.12166667
La Libertad;Trujillo;La Esperanza;130105;La Esperanza;Pueblo;136.76;249310;-8.05611111;-79.05166667
La Libertad;Trujillo;Laredo;130106;Laredo;Pueblo;106.59;56718;-8.08972222;-78.96027778
La Libertad;Trujillo;Moche;130107;Moche;Villa;24.889;47246;-8.17138889;-79.00916667
La Libertad;Trujillo;Poroto;130108;Poroto;Pueblo;658.7;4032;-8.01138889;-78.76777778
La Libertad;Trujillo;Salaverry;130109;Salaverry;Villa;10.1;25844;-8.22444444;-78.97611111
La Libertad;Trujillo;Simbal;130110;Simbal;Pueblo;603.5;4658;-7.97666667;-78.81333333
La Libertad;Trujillo;Victor Larco Herrera;130111;Buenos Aires;Pueblo;24.288;85912;-8.13638889;-79.04333333
La Libertad;Trujillo;Alto Trujillo;130112;Alto Trujillo;Pueblo;147.0;87632;-8.06277778;-79.01
La Libertad;Ascope;Ascope;130201;Ascope;Ciudad;241.9;6848;-7.71361111;-79.10722222
La Libertad;Ascope;Chicama;130202;Chicama;Villa;150.2;16245;-7.8425;-79.14416667
La Libertad;Ascope;Chocope;130203;Chocope;Ciudad;117.6;9743;-7.79138889;-79.22305556
La Libertad;Ascope;Magdalena de Cao;130204;Magdalena de Cao;Villa;42.0;2609;-7.87638889;-79.29583333
La Libertad;Ascope;Paiján;130205;Paiján;Ciudad;97.2;30960;-7.73472222;-79.30333333
La Libertad;Ascope;Rázuri;130206;Puerto de Malabrigo;Ciudad;14.4;9745;-7.70222222;-79.43777778
La Libertad;Ascope;Santiago de Cao;130207;Santiago de Cao;Villa;32.1;20204;-7.95777778;-79.24361111
La Libertad;Ascope;Casa Grande;130208;Casa Grande;Ciudad;161.77;29984;-7.74527778;-79.18805556
La Libertad;Bolívar;Bolívar;130301;Bolívar;Villa;3156.5;5133;-7.15388889;-77.70222222
La Libertad;Bolívar;Bambamarca;130302;Bambamarca;Pueblo;3487.5;3016;-7.43972222;-77.69305556
La Libertad;Bolívar;Condormarca;130303;Condormarca;Pueblo;2793.1;2110;-7.54666667;-77.59972222
La Libertad;Bolívar;Longotea;130304;Longotea;Pueblo;2617.4;2372;-7.04388889;-77.87222222
La Libertad;Bolívar;Uchumarca;130305;Uchumarca;Pueblo;3042.7;2220;-7.04722222;-77.80555556
La Libertad;Bolívar;Ucuncha;130306;Ucuncha;Pueblo;2634.2;887;-7.16527778;-77.85916667
La Libertad;Chepén;Chepén;130401;Chepén;Ciudad;159.81;50115;-7.2275;-79.42944444
La Libertad;Chepén;Pacanga;130402;Pacanga;Villa;111.5;26986;-7.17138889;-79.48555556
La Libertad;Chepén;Pueblo Nuevo;130403;Pueblo Nuevo;Villa;83.9;12954;-7.1825;-79.52
La Libertad;Julcán;Julcán;130501;Julcán;Villa;3420.0;12821;-8.04277778;-78.48638889
La Libertad;Julcán;Calamarca;130502;Calamarca;Pueblo;3377.0;4625;-8.17;-78.41222222
La Libertad;Julcán;Carabamba;130503;Carabamba;Pueblo;3344.9;6935;-8.1125;-78.6075
La Libertad;Julcán;Huaso;130504;Huaso;Pueblo;3075.0;6255;-8.22472222;-78.41416667
La Libertad;Otuzco;Otuzco;130601;Otuzco;Ciudad;2700.5;27630;-7.90222222;-78.56555556
La Libertad;Otuzco;Agallpampa;130602;Agallpampa;Pueblo;3142.9;10721;-7.98194444;-78.54666667
La Libertad;Otuzco;Charat;130604;Charat;Pueblo;2280.3;2409;-7.82388889;-78.44805556
La Libertad;Otuzco;Huaranchal;130605;Huaranchal;Pueblo;2208.3;3820;-7.68972222;-78.4425
La Libertad;Otuzco;La Cuesta;130606;La Cuesta;Pueblo;1899.7;651;-7.91888889;-78.70472222
La Libertad;Otuzco;Mache;130608;Mache;Pueblo;3319.5;2770;-8.02916667;-78.535
La Libertad;Otuzco;Paranday;130610;Paranday;Pueblo;3136.5;509;-7.885;-78.70944444
La Libertad;Otuzco;Salpo;130611;Salpo;Pueblo;3461.1;6631;-8.00305556;-78.60416667
La Libertad;Otuzco;Sinsicap;130613;Sinsicap;Villa;2334.7;7322;-7.85166667;-78.75416667
La Libertad;Otuzco;Usquil;130614;Usquil;Ciudad;3049.2;21956;-7.81527778;-78.41666667
La Libertad;Pacasmayo;San Pedro de Lloc;130701;San Pedro de Lloc;Ciudad;49.1;20469;-7.41833333;-79.51472222
La Libertad;Pacasmayo;Guadalupe;130702;Guadalupe;Ciudad;123.8;46402;-7.24361111;-79.47027778
La Libertad;Pacasmayo;Jequetepeque;130703;Jequetepeque;Pueblo;12.8;5064;-7.3375;-79.56305556
La Libertad;Pacasmayo;Pacasmayo;130704;Pacasmayo;Pueblo;20.6;34340;-7.40111111;-79.57222222
La Libertad;Pacasmayo;San José;130705;San José;Pueblo;116.6;13047;-7.35;-79.45527778
La Libertad;Pataz;Tayabamba;130801;Tayabamba;Ciudad;3222.0;13825;-8.275;-77.29611111
La Libertad;Pataz;Buldibuyo;130802;Buldibuyo;Villa;3188.7;4356;-8.12694444;-77.39527778
La Libertad;Pataz;Chillia;130803;Chillia;Pueblo;3165.7;13370;-8.12444444;-77.515
La Libertad;Pataz;Huancaspata;130804;Huancaspata;Villa;3312.7;6101;-8.4575;-77.29833333
La Libertad;Pataz;Huaylillas;130805;Huaylillas;Pueblo;2381.3;950;-8.18722222;-77.34388889
La Libertad;Pataz;Huayo;130806;Huayo;Pueblo;2188.0;3670;-8.00444444;-77.59222222
La Libertad;Pataz;Ongon;130807;Ongon;Pueblo;1353.2;1279;-8.20777778;-76.98277778
La Libertad;Pataz;Parcoy;130808;Parcoy;Pueblo;3121.0;22645;-8.03333333;-77.47972222
La Libertad;Pataz;Pataz;130809;Pataz;Pueblo;2611.2;11895;-7.785;-77.59388889
La Libertad;Pataz;Pias;130810;Pias;Pueblo;2641.3;2023;-7.87194444;-77.54666667
La Libertad;Pataz;Santiago de Challas;130811;Challas;Ciudad;3315.7;2166;-8.43805556;-77.32055556
La Libertad;Pataz;Taurija;130812;Taurija;Pueblo;3122.9;3026;-8.30777778;-77.42361111
La Libertad;Pataz;Urpay;130813;Urpay;Ciudad;2707.0;2283;-8.34777778;-77.38944444
La Libertad;Sánchez Carrión;Huamachuco;130901;Huamachuco;Ciudad;3183.4;89656;-7.81111111;-78.04666667
La Libertad;Sánchez Carrión;Chugay;130902;Chugay;Pueblo;3393.5;19982;-7.78194444;-77.86833333
La Libertad;Sánchez Carrión;Cochorco;130903;Aricapampa;Pueblo;2619.8;10452;-7.80638889;-77.7175
La Libertad;Sánchez Carrión;Curgos;130904;Curgos;Pueblo;3244.3;8981;-7.86;-77.94388889
La Libertad;Sánchez Carrión;Marcabal;130905;Marcabal;Pueblo;2943.4;10166;-7.70583333;-78.03361111
La Libertad;Sánchez Carrión;Sanagoran;130906;Sanagoran;Pueblo;2687.9;15459;-7.78611111;-78.14194444
La Libertad;Sánchez Carrión;Sarín;130907;Sarín;Pueblo;2840.2;10130;-7.91138889;-77.90611111
La Libertad;Sánchez Carrión;Sartimbamba;130908;Sartimbamba;Pueblo;2696.7;14888;-7.69916667;-77.74361111
La Libertad;Santiago de Chuco;Santiago de Chuco;131001;Santiago de Chuco;Ciudad;3125.9;20652;-8.14527778;-78.17361111
La Libertad;Santiago de Chuco;Angasmarca;131002;Angasmarca;Pueblo;2888.8;4669;-8.13277778;-78.05583333
La Libertad;Santiago de Chuco;Cachicadan;131003;Cachicadan;Pueblo;2897.1;5507;-8.09444444;-78.14888889
La Libertad;Santiago de Chuco;Mollebamba;131004;Mollebamba;Pueblo;3099.1;1813;-8.17083333;-77.97388889
La Libertad;Santiago de Chuco;Mollepata;131005;Mollepata;Pueblo;2693.9;2341;-8.19333333;-77.95722222
La Libertad;Santiago de Chuco;Quiruvilca;131006;Quiruvilca;Pueblo;3991.9;13627;-8.00194444;-78.31
La Libertad;Santiago de Chuco;Santa Cruz de Chuca;131007;Santa Cruz de Chuca;Pueblo;2936.6;2994;-8.12027778;-78.14222222
La Libertad;Santiago de Chuco;Sitabamba;131008;Sitabamba;Pueblo;3079.7;3663;-8.02222222;-77.73
La Libertad;Gran Chimú;Cascas;131101;Cascas;Ciudad;1278.1;14462;-7.47944444;-78.81972222
La Libertad;Gran Chimú;Lucma;131102;Lucma;Pueblo;2192.2;4651;-7.64055556;-78.55222222
La Libertad;Gran Chimú;Marmot;131103;Marmot;Pueblo;1512.0;2619;-7.69833333;-78.62611111
La Libertad;Gran Chimú;Sayapullo;131104;Sayapullo;Pueblo;2383.7;6163;-7.59583333;-78.465
La Libertad;Virú;Virú;131201;Virú;Ciudad;87.968;61934;-8.41444444;-78.75277778
La Libertad;Virú;Chao;131202;Chao;Villa;102.85;44915;-8.54055556;-78.67888889
La Libertad;Virú;Guadalupito;131203;Guadalupito;Villa;30.1;8145;-8.95166667;-78.62472222
Lambayeque;Chiclayo;Chiclayo;140101;Chiclayo;Ciudad;28.302;298094;-6.76694444;-79.85055556
Lambayeque;Chiclayo;Chongoyape;140102;Chongoyape;Ciudad;218.7;20252;-6.64305556;-79.38527778
Lambayeque;Chiclayo;Etén;140103;Etén;Ciudad;15.3;14054;-6.90694444;-79.8625
Lambayeque;Chiclayo;Etén Puerto;140104;Etén Puerto;Pueblo;14.0;2489;-6.92555556;-79.86611111
Lambayeque;Chiclayo;José Leonardo Ortiz;140105;José Leonardo Ortiz;Pueblo;41.485;168913;-6.76305556;-79.83444444
Lambayeque;Chiclayo;La Victoria;140106;La Victoria;Ciudad;35.989;102844;-6.79444444;-79.84444444
Lambayeque;Chiclayo;Lagunas;140107;Mocupe;Pueblo;34.3;11323;-6.99111111;-79.62277778
Lambayeque;Chiclayo;Monsefú;140108;Monsefú;Ciudad;39.539;37104;-6.87805556;-79.8725
Lambayeque;Chiclayo;Nueva Arica;140109;Nueva Arica;Pueblo;178.4;2576;-6.87416667;-79.34361111
Lambayeque;Chiclayo;Oyotun;140110;Oyotun;Pueblo;208.5;8154;-6.85444444;-79.30638889
Lambayeque;Chiclayo;Picsi;140111;Picsi;Pueblo;43.2;15474;-6.71833333;-79.77055556
Lambayeque;Chiclayo;Pimentel;140112;Pimentel;Pueblo;21.852;54654;-6.83527778;-79.93583333
Lambayeque;Chiclayo;Reque;140113;Reque;Villa;33.7;19038;-6.865;-79.81916667
Lambayeque;Chiclayo;Santa Rosa;140114;Santa Rosa;Pueblo;22.8;15006;-6.88166667;-79.92083333
Lambayeque;Chiclayo;Saña;140115;Saña;Pueblo;69.7;12841;-6.91805556;-79.58333333
Lambayeque;Chiclayo;Cayaltí;140116;Cayaltí;Ciudad;85.5;14659;-6.89166667;-79.56222222
Lambayeque;Chiclayo;Patapo;140117;Patapo;Ciudad;113.4;26510;-6.73555556;-79.63472222
Lambayeque;Chiclayo;Pomalca;140118;Pomalca;Ciudad;60.848;28364;-6.77;-79.77527778
Lambayeque;Chiclayo;Pucala;140119;Pucala;Ciudad;107.9;9087;-6.78194444;-79.61222222
Lambayeque;Chiclayo;Tumán;140120;Tumán;Ciudad;70.907;30514;-6.75111111;-79.70111111
Lambayeque;Ferreñafe;Ferreñafe;140201;Ferreñafe;Ciudad;37.5;39234;-6.63888889;-79.78833333
Lambayeque;Ferreñafe;Cañaris;140202;Cañaris;Pueblo;2421.3;11735;-6.04611111;-79.26527778
Lambayeque;Ferreñafe;Incahuasi;140203;Incahuasi;Pueblo;3030.2;15355;-6.23527778;-79.31694444
Lambayeque;Ferreñafe;Manuel Antonio Mesones Muro;140204;Manuel Antonio Mesones Muro;Pueblo;65.6;4229;-6.645;-79.73888889
Lambayeque;Ferreñafe;Pitipo;140205;Pitipo;Pueblo;70.1;22394;-6.56583333;-79.78083333
